Lofa,-25,641
Gueckedou,-118,641
Macenta,-110,641
Kissidougou,-120,641
Kailahun,-51,641
Bo,-28,641
Kenema,-28,641
Kambia,-41,641
PortLoko,-3,641
Kono,3,641
